row_index,HFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,HFDH_EVENT_SMAS_SAMPLE_DATE,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,instance_id,EVENT_SMAS_ID
516,13-USOP-16.9,13,USOP,16.9,08/26/2009,High,15,13,13,17,20,20,18,10,10,6,8,9,9,,13-USOP-16.9_20090826_516,13-USOP-16.9_20090826
517,13-USOP-21.5,13,USOP,21.5,08/26/2009,High,19,18,19,19,18,20,19,10,10,8,10,8,10,,13-USOP-21.5_20090826_517,13-USOP-21.5_20090826
518,13-USOP-1.3,13,USOP,1.3,08/27/2009,High,18,16,6,18,20,18,20,9,9,10,10,10,10,,13-USOP-1.3_20090827_518,13-USOP-1.3_20090827
519,13-USOP-4.6,13,USOP,4.6,08/27/2009,High,16,12,6,18,16,8,20,7,9,7,2,10,2,,13-USOP-4.6_20090827_519,13-USOP-4.6_20090827
520,13-USOP-6.7,13,USOP,6.7,08/27/2009,High,16,11,18,20,20,12,20,10,10,6,8,10,6,,13-USOP-6.7_20090827_520,13-USOP-6.7_20090827
521,13-USOP-8.2,13,USOP,8.2,08/27/2009,High,13,16,6,16,16,20,20,9,9,10,7,10,10,,13-USOP-8.2_20090827_521,13-USOP-8.2_20090827
522,13-USOP-10.1,13,USOP,10.1,08/27/2009,High,13,13,11,18,20,20,20,9,10,4,8,4,4,,13-USOP-10.1_20090827_522,13-USOP-10.1_20090827
523,14-EDEL-18.9,14,EDEL,18.9,08/31/2009,High,16,18,12,18,17,18,16,8,6,4,3,6,1,,14-EDEL-18.9_20090831_523,14-EDEL-18.9_20090831
524,14-EDEL-24.7,14,EDEL,24.7,08/31/2009,High,18,17,-9999,15,17,18,13,8,9,9,8,6,5,,14-EDEL-24.7_20090831_524,14-EDEL-24.7_20090831
525,14-EDEL-28.0,14,EDEL,28.0,08/31/2009,High,15,16,16,15,18,19,12,8,8,10,10,10,5,,14-EDEL-28.0_20090831_525,14-EDEL-28.0_20090831
526,14-LAUN-0.4,14,LAUN,0.4,08/31/2009,High,16,18,14,17,19,16,16,9,9,8,8,2,2,,14-LAUN-0.4_20090831_526,14-LAUN-0.4_20090831
527,14-LDEL-1.7,14,LDEL,1.7,08/31/2009,High,17,16,15,19,16,16,17,9,9,8,8,9,9,,14-LDEL-1.7_20090831_527,14-LDEL-1.7_20090831
528,14-PIMT-0.1,14,PIMT,0.1,08/31/2009,High,18,19,17,15,14,16,18,3,3,8,8,3,4,,14-PIMT-0.1_20090831_528,14-PIMT-0.1_20090831
529,14-WDEL-49.5,14,WDEL,49.5,08/31/2009,High,16,16,5,15,18,15,12,9,9,9,9,5,9,,14-WDEL-49.5_20090831_529,14-WDEL-49.5_20090831
530,14-WDEL-51.0,14,WDEL,51.0,08/31/2009,High,16,16,11,16,20,15,17,10,9,8,7,7,6,,14-WDEL-51.0_20090831_530,14-WDEL-51.0_20090831
531,14-WDEL-68.4,14,WDEL,68.4,08/31/2009,High,14,18,14,17,18,20,18,8,9,10,9,10,6,,14-WDEL-68.4_20090831_531,14-WDEL-68.4_20090831
532,14-WDEL-75.3,14,WDEL,75.3,08/31/2009,High,18,16,12,19,18,16,20,9,9,6,5,3,3,,14-WDEL-75.3_20090831_532,14-WDEL-75.3_20090831
533,14-WDEL-75.7,14,WDEL,75.7,08/31/2009,High,17,16,15,17,19,18,16,8,9,9,9,5,5,,14-WDEL-75.7_20090831_533,14-WDEL-75.7_20090831
534,14-ANAW-0.4,14,ANAW,0.4,09/01/2009,High,16,10,20,12,17,20,20,3,3,8,8,10,6,,14-ANAW-0.4_20090901_534,14-ANAW-0.4_20090901
535,14-BEAV-18.5,14,BEAV,18.5,09/01/2009,High,18,18,20,20,20,20,20,10,10,10,10,10,10,,14-BEAV-18.5_20090901_535,14-BEAV-18.5_20090901
536,14-BUSH-0.6,14,BUSH,0.6,09/01/2009,High,18,14,20,20,19,20,20,10,10,10,10,10,10,,14-BUSH-0.6_20090901_536,14-BUSH-0.6_20090901
537,14-BUSH-2.9,14,BUSH,2.9,09/01/2009,High,20,18,20,20,16,20,20,10,10,10,10,9,9,,14-BUSH-2.9_20090901_537,14-BUSH-2.9_20090901
538,14-CALL-0.2,14,CALL,0.2,09/01/2009,High,15,12,12,18,19,14,13,6,9,8,8,5,5,,14-CALL-0.2_20090901_538,14-CALL-0.2_20090901
539,14-CALL-1.7,14,CALL,1.7,09/01/2009,High,14,7,16,17,9,18,17,5,9,7,7,9,9,,14-CALL-1.7_20090901_539,14-CALL-1.7_20090901
540,14-CALL_E-0.2,14,CALL_E,0.2,09/01/2009,High,16,13,15,18,16,17,19,9,9,7,5,5,3,,14-CALL_E-0.2_20090901_540,14-CALL_E-0.2_20090901
541,14-CALL_E-9.5,14,CALL_E,9.5,09/01/2009,High,15,12,13,17,14,18,14,9,6,6,6,9,6,,14-CALL_E-9.5_20090901_541,14-CALL_E-9.5_20090901
542,14-CALL_N-0.6,14,CALL_N,0.6,09/01/2009,High,17,12,12,19,15,17,19,9,9,7,7,6,6,,14-CALL_N-0.6_20090901_542,14-CALL_N-0.6_20090901
543,14-CATL-0.1,14,CATL,0.1,09/01/2009,High,18,20,15,20,10,20,20,9,4,9,2,9,5,,14-CATL-0.1_20090901_543,14-CATL-0.1_20090901
544,14-DELA-50.4,14,DELA,50.4,09/01/2009,High,12,16,8,17,18,18,15,9,9,7,7,7,7,,14-DELA-50.4_20090901_544,14-DELA-50.4_20090901
545,14-EDEL-51.3,14,EDEL,51.3,09/01/2009,High,20,20,16,20,8,20,16,8,9,9,9,10,10,,14-EDEL-51.3_20090901_545,14-EDEL-51.3_20090901
546,14-EDEL-55.3,14,EDEL,55.3,09/01/2009,High,11,12,13,13,19,13,16,10,10,10,10,10,8,,14-EDEL-55.3_20090901_546,14-EDEL-55.3_20090901
547,14-GAUP-1.6,14,GAUP,1.6,09/01/2009,High,18,16,16,16,17,16,16,8,8,9,9,10,2,,14-GAUP-1.6_20090901_547,14-GAUP-1.6_20090901
548,14-HANK-2.0,14,HANK,2.0,09/01/2009,High,16,13,15,13,18,10,19,5,8,7,7,9,5,,14-HANK-2.0_20090901_548,14-HANK-2.0_20090901
549,14-KERR-1.6,14,KERR,1.6,09/01/2009,High,18,18,15,18,15,19,19,7,7,9,9,10,10,,14-KERR-1.6_20090901_549,14-KERR-1.6_20090901
550,14-KIAM-1.2,14,KIAM,1.2,09/01/2009,High,18,8,15,15,18,20,20,8,8,7,7,10,10,,14-KIAM-1.2_20090901_550,14-KIAM-1.2_20090901
551,14-LBEV-0.3,14,LBEV,0.3,09/01/2009,High,16,18,17,15,16,12,17,6,3,9,9,10,10,,14-LBEV-0.3_20090901_551,14-LBEV-0.3_20090901
552,14-LBEV-1.9,14,LBEV,1.9,09/01/2009,High,13,15,15,15,16,18,10,4,5,8,8,10,10,,14-LBEV-1.9_20090901_552,14-LBEV-1.9_20090901
553,14-LRED-0.1,14,LRED,0.1,09/01/2009,High,18,18,10,20,13,20,20,9,9,9,9,8,5,,14-LRED-0.1_20090901_553,14-LRED-0.1_20090901
554,14-META-0.1,14,META,0.1,09/01/2009,High,13,15,10,16,15,15,16,5,5,6,5,10,10,,14-META-0.1_20090901_554,14-META-0.1_20090901
555,14-MONG_E-0.5,14,MONG_E,0.5,09/01/2009,High,18,11,18,13,20,20,10,7,9,6,9,2,10,,14-MONG_E-0.5_20090901_555,14-MONG_E-0.5_20090901
556,14-MONG_M-0.3,14,MONG_M,0.3,09/01/2009,High,13,9,16,15,20,15,20,10,9,9,9,10,5,,14-MONG_M-0.3_20090901_556,14-MONG_M-0.3_20090901
557,14-MONG_M-3.1,14,MONG_M,3.1,09/01/2009,High,9,6,15,10,6,15,13,9,4,5,6,10,3,,14-MONG_M-3.1_20090901_557,14-MONG_M-3.1_20090901
558,14-MONG_M-5.6,14,MONG_M,5.6,09/01/2009,High,15,11,15,16,20,13,20,10,8,4,8,6,10,,14-MONG_M-5.6_20090901_558,14-MONG_M-5.6_20090901
559,14-MONG_W-0.2,14,MONG_W,0.2,09/01/2009,High,11,11,15,18,18,15,20,7,8,8,9,10,10,,14-MONG_W-0.2_20090901_559,14-MONG_W-0.2_20090901
560,14-MONG_W-5.7,14,MONG_W,5.7,09/01/2009,High,16,9,15,15,20,15,18,10,10,10,10,10,10,,14-MONG_W-5.7_20090901_560,14-MONG_W-5.7_20090901
561,14-MONG_W-10.9,14,MONG_W,10.9,09/01/2009,High,17,16,15,19,18,18,12,8,8,8,8,4,4,,14-MONG_W-10.9_20090901_561,14-MONG_W-10.9_20090901
562,14-NEVR-26.2,14,NEVR,26.2,09/01/2009,High,12,11,7,18,20,15,8,9,8,9,9,8,6,,14-NEVR-26.2_20090901_562,14-NEVR-26.2_20090901
563,14-NEVR-30.6,14,NEVR,30.6,09/01/2009,High,16,11,13,15,20,20,20,10,10,10,10,8,10,,14-NEVR-30.6_20090901_563,14-NEVR-30.6_20090901
564,14-NEVR-36.8,14,NEVR,36.8,09/01/2009,High,16,11,18,14,20,13,12,9,7,5,4,2,2,,14-NEVR-36.8_20090901_564,14-NEVR-36.8_20090901
565,14-PLAT-5.4,14,PLAT,5.4,09/01/2009,High,16,12,20,20,19,20,20,10,10,10,10,10,10,,14-PLAT-5.4_20090901_565,14-PLAT-5.4_20090901
566,14-SHEL_T4-0.6,14,SHEL_T4,0.6,09/01/2009,High,10,12,14,18,5,13,18,8,8,9,9,10,10,,14-SHEL_T4-0.6_20090901_566,14-SHEL_T4-0.6_20090901
567,14-TBOK-2.9,14,TBOK,2.9,09/01/2009,High,10,11,15,16,15,12,20,9,8,8,10,1,10,,14-TBOK-2.9_20090901_567,14-TBOK-2.9_20090901
568,14-TRMP-3.1,14,TRMP,3.1,09/01/2009,High,18,20,19,20,13,20,20,10,10,10,10,10,10,,14-TRMP-3.1_20090901_568,14-TRMP-3.1_20090901
569,14-VLY-0.5,14,VLY,0.5,09/01/2009,High,18,16,20,20,20,20,20,10,10,10,10,10,10,,14-VLY-0.5_20090901_569,14-VLY-0.5_20090901
570,14-WDEL-35.4,14,WDEL,35.4,09/01/2009,High,12,17,12,20,20,17,14,9,9,6,6,5,5,,14-WDEL-35.4_20090901_570,14-WDEL-35.4_20090901
571,14-WDEL_T33-0.4,14,WDEL_T33,0.4,09/01/2009,High,15,11,9,12,15,18,19,9,9,8,8,8,10,,14-WDEL_T33-0.4_20090901_571,14-WDEL_T33-0.4_20090901
572,14-WILL-0.5,14,WILL,0.5,09/01/2009,High,18,8,20,20,20,20,20,10,10,10,10,9,9,,14-WILL-0.5_20090901_572,14-WILL-0.5_20090901
573,14-WILL-6.4,14,WILL,6.4,09/01/2009,High,16,13,20,16,20,20,20,10,10,10,10,10,10,,14-WILL-6.4_20090901_573,14-WILL-6.4_20090901
574,14-WILL-14.5,14,WILL,14.5,09/01/2009,High,16,18,16,15,15,13,16,7,7,9,9,10,10,,14-WILL-14.5_20090901_574,14-WILL-14.5_20090901
575,14-WILL-18.3,14,WILL,18.3,09/01/2009,High,16,17,15,16,16,16,13,8,8,10,8,10,7,,14-WILL-18.3_20090901_575,14-WILL-18.3_20090901
576,14-WILL_T10-0.2,14,WILL_T10,0.2,09/01/2009,High,16,17,10,15,10,15,18,7,8,9,9,5,5,,14-WILL_T10-0.2_20090901_576,14-WILL_T10-0.2_20090901
577,14-BEAV-10.0,14,BEAV,10.0,09/02/2009,High,16,11,20,20,20,20,20,10,10,10,10,10,10,,14-BEAV-10.0_20090902_577,14-BEAV-10.0_20090902
578,14-BEBR-8.2,14,BEBR,8.2,09/02/2009,High,19,16,13,17,19,19,15,9,9,9,9,10,10,,14-BEBR-8.2_20090902_578,14-BEBR-8.2_20090902
579,14-BEBR_T2-0.4,14,BEBR_T2,0.4,09/02/2009,High,16,15,10,15,18,10,11,10,10,8,8,2,4,,14-BEBR_T2-0.4_20090902_579,14-BEBR_T2-0.4_20090902
580,14-BHOL-1.8,14,BHOL,1.8,09/02/2009,High,18,14,20,20,13,20,20,7,7,7,7,10,10,,14-BHOL-1.8_20090902_580,14-BHOL-1.8_20090902
581,14-BLAB-1.7,14,BLAB,1.7,09/02/2009,High,20,11,20,20,19,15,20,9,5,9,5,10,2,,14-BLAB-1.7_20090902_581,14-BLAB-1.7_20090902
582,14-BSHR-3.7,14,BSHR,3.7,09/02/2009,Low,16,18,5,20,20,15,17,8,8,10,9,10,10,,14-BSHR-3.7_20090902_582,14-BSHR-3.7_20090902
583,14-BSKL-1.3,14,BSKL,1.3,09/02/2009,High,13,14,10,18,19,16,10,9,9,6,6,2,4,,14-BSKL-1.3_20090902_583,14-BSKL-1.3_20090902
584,14-COSW-0.8,14,COSW,0.8,09/02/2009,High,12,15,10,16,18,18,10,10,10,10,10,10,10,,14-COSW-0.8_20090902_584,14-COSW-0.8_20090902
585,14-DELA-31.2,14,DELA,31.2,09/02/2009,High,10,15,10,19,16,19,11,9,9,9,8,9,9,,14-DELA-31.2_20090902_585,14-DELA-31.2_20090902
586,14-DELA-45.2,14,DELA,45.2,09/02/2009,High,13,14,13,18,16,17,12,9,9,8,8,7,7,,14-DELA-45.2_20090902_586,14-DELA-45.2_20090902
587,14-EDEL-0.8,14,EDEL,0.8,09/02/2009,High,18,14,20,20,15,20,18,10,10,10,10,5,5,,14-EDEL-0.8_20090902_587,14-EDEL-0.8_20090902
588,14-GUMR-0.8,14,GUMR,0.8,09/02/2009,High,16,11,16,20,20,15,20,9,9,10,10,6,6,,14-GUMR-0.8_20090902_588,14-GUMR-0.8_20090902
589,14-HAFY-0.2,14,HAFY,0.2,09/02/2009,High,16,13,13,18,18,18,19,8,9,9,9,9,6,,14-HAFY-0.2_20090902_589,14-HAFY-0.2_20090902
590,14-HAFY-9.1,14,HAFY,9.1,09/02/2009,High,16,11,15,20,20,15,20,10,10,8,8,7,10,,14-HAFY-9.1_20090902_590,14-HAFY-9.1_20090902
591,14-HAFY_T9-0.6,14,HAFY_T9,0.6,09/02/2009,High,15,11,8,13,16,15,20,10,10,8,7,4,3,,14-HAFY_T9-0.6_20090902_591,14-HAFY_T9-0.6_20090902
592,14-HUMP-1.4,14,HUMP,1.4,09/02/2009,High,18,15,20,20,8,20,20,5,8,10,8,10,10,,14-HUMP-1.4_20090902_592,14-HUMP-1.4_20090902
593,14-JAKE-3.0,14,JAKE,3.0,09/02/2009,High,18,12,13,17,19,17,17,8,8,6,6,3,3,,14-JAKE-3.0_20090902_593,14-JAKE-3.0_20090902
594,14-LEMO-2.3,14,LEMO,2.3,09/02/2009,Low,20,20,5,20,20,15,17,10,10,10,10,10,10,,14-LEMO-2.3_20090902_594,14-LEMO-2.3_20090902
595,14-MITC-0.4,14,MITC,0.4,09/02/2009,High,18,12,12,18,16,19,19,9,9,8,10,4,10,,14-MITC-0.4_20090902_595,14-MITC-0.4_20090902
596,14-MONG-0.1,14,MONG,0.1,09/02/2009,High,17,12,15,18,16,19,19,10,10,10,10,10,10,,14-MONG-0.1_20090902_596,14-MONG-0.1_20090902
597,14-NEVR-0.5,14,NEVR,0.5,09/02/2009,High,14,12,12,18,20,18,12,9,9,9,9,10,6,,14-NEVR-0.5_20090902_597,14-NEVR-0.5_20090902
598,14-NEVR-14.8,14,NEVR,14.8,09/02/2009,High,18,15,20,18,20,15,20,10,10,9,7,9,4,,14-NEVR-14.8_20090902_598,14-NEVR-14.8_20090902
599,14-OQUA-8.9,14,OQUA,8.9,09/02/2009,High,16,14,20,20,20,20,20,10,10,10,10,10,10,,14-OQUA-8.9_20090902_599,14-OQUA-8.9_20090902
600,14-OQUA_T23-1.2,14,OQUA_T23,1.2,09/02/2009,High,18,14,20,20,20,20,20,10,10,10,10,10,10,,14-OQUA_T23-1.2_20090902_600,14-OQUA_T23-1.2_20090902
601,14-PEAS-0.1,14,PEAS,0.1,09/02/2009,High,11,13,15,20,19,20,20,10,10,4,4,4,4,,14-PEAS-0.1_20090902_601,14-PEAS-0.1_20090902
602,14-TENR-0.1,14,TENR,0.1,09/02/2009,High,16,14,15,18,16,19,19,9,9,9,9,5,9,,14-TENR-0.1_20090902_602,14-TENR-0.1_20090902
603,14-TENR-6.0,14,TENR,6.0,09/02/2009,High,16,14,16,16,19,18,17,9,9,9,9,7,7,,14-TENR-6.0_20090902_603,14-TENR-6.0_20090902
604,14-TENR_E-1.4,14,TENR_E,1.4,09/02/2009,High,19,14,10,18,18,19,20,-9999,-9999,6,9,10,8,,14-TENR_E-1.4_20090902_604,14-TENR_E-1.4_20090902
605,14-WDEL-1.3,14,WDEL,1.3,09/02/2009,High,18,13,20,20,13,20,20,10,10,10,10,10,10,,14-WDEL-1.3_20090902_605,14-WDEL-1.3_20090902
606,14-WDEL-13.3,14,WDEL,13.3,09/02/2009,High,3,13,6,20,20,20,10,10,10,10,10,7,9,,14-WDEL-13.3_20090902_606,14-WDEL-13.3_20090902
607,17-BLND-3.4,17,BLND,3.4,09/15/2009,High,14,13,14,14,15,6,16,8,9,1,1,0,0,,17-BLND-3.4_20090915_607,17-BLND-3.4_20090915
608,17-BVBR-0.3,17,BVBR,0.3,09/15/2009,High,4,3,11,2,10,18,12,4,3,3,7,2,6,,17-BVBR-0.3_20090915_608,17-BVBR-0.3_20090915
609,17-CARL-0.8,17,CARL,0.8,09/15/2009,High,8,8,12,7,6,16,15,5,3,2,1,1,1,,17-CARL-0.8_20090915_609,17-CARL-0.8_20090915
610,17-CONQ-1.4,17,CONQ,1.4,09/15/2009,Low,17,18,16,7,19,10,5,9,9,2,2,2,2,,17-CONQ-1.4_20090915_610,17-CONQ-1.4_20090915
611,17-MAMR-0.3,17,MAMR,0.3,09/15/2009,High,17,18,15,19,16,13,16,10,10,2,2,1,1,,17-MAMR-0.3_20090915_611,17-MAMR-0.3_20090915
612,17-PECN-7.6,17,PECN,7.6,09/15/2009,High,6,2,6,8,12,14,8,7,7,3,4,0,2,,17-PECN-7.6_20090915_612,17-PECN-7.6_20090915
613,09-WHEL-0.9,09,WHEL,0.9,09/15/2009,High,14,17,4,15,5,15,6,9,8,8,8,8,6,,09-WHEL-0.9_20090915_613,09-WHEL-0.9_20090915
614,17-BVDC-0.4,17,BVDC,0.4,09/16/2009,High,13,11,6,12,12,16,17,6,5,3,2,1,1,,17-BVDC-0.4_20090916_614,17-BVDC-0.4_20090916
615,17-CARM-9.0,17,CARM,9.0,09/16/2009,High,10,9,14,9,15,14,12,7,7,7,7,5,3,,17-CARM-9.0_20090916_615,17-CARM-9.0_20090916
616,17-LNEC-0.8,17,LNEC,0.8,09/16/2009,Low,4,7,15,7,16,20,18,9,9,10,10,10,10,,17-LNEC-0.8_20090916_616,17-LNEC-0.8_20090916
617,09-OSGO-6.6,09,OSGO,6.6,09/16/2009,High,18,17,16,16,17,18,15,10,10,10,10,10,10,Borderline low gradient,09-OSGO-6.6_20090916_617,09-OSGO-6.6_20090916
618,09-RAQU-3.2,09,RAQU,3.2,09/16/2009,High,16,11,15,18,20,14,14,10,10,6,9,6,9,,09-RAQU-3.2_20090916_618,09-RAQU-3.2_20090916
619,09-REGI-2.7,09,REGI,2.7,09/16/2009,High,3,20,20,20,20,13,20,10,10,4,9,1,7,,09-REGI-2.7_20090916_619,09-REGI-2.7_20090916
620,09-REGI-7.8,09,REGI,7.8,09/16/2009,High,16,11,19,19,20,16,20,10,10,9,9,9,8,,09-REGI-7.8_20090916_620,09-REGI-7.8_20090916
621,17-YAPK-0.8,17,YAPK,0.8,09/16/2009,High,6,3,14,5,14,20,16,6,6,9,10,6,6,,17-YAPK-0.8_20090916_621,17-YAPK-0.8_20090916
622,13-KIND-17.7,13,KIND,17.7,10/22/2009,High,5,10,18,7,8,16,16,2,6,3,8,2,9,,13-KIND-17.7_20091022_622,13-KIND-17.7_20091022
623,13-KIND-39.4,13,KIND,39.4,10/22/2009,High,15,10,15,16,16,16,16,8,7,8,8,7,8,Hannah ingleston usgs volunteer,13-KIND-39.4_20091022_623,13-KIND-39.4_20091022
624,13-ROKY-1.0,13,ROKY,1.0,10/22/2009,High,13,10,11,11,15,15,16,8,8,7,7,2,2,Hannah ingleston usgs volunteer,13-ROKY-1.0_20091022_624,13-ROKY-1.0_20091022
625,13-KIND-17.7,13,KIND,17.7,05/05/2010,High,8,10,15,10,13,14,16,5,5,8,7,5,10,,13-KIND-17.7_20100505_625,13-KIND-17.7_20100505
626,13-KIND-39.4,13,KIND,39.4,05/05/2010,High,10,12,14,16,18,18,20,9,9,9,9,4,4,Peeling paint on bridge,13-KIND-39.4_20100505_626,13-KIND-39.4_20100505
627,13-ROKY-1.0,13,ROKY,1.0,05/05/2010,High,17,12,16,14,18,15,20,9,9,6,6,2,2,Downstream of cow farm likely accounts for majority of unnatural occurences,13-ROKY-1.0_20100505_627,13-ROKY-1.0_20100505
628,13-BAIL-1.0,13,BAIL,1.0,07/20/2010,High,16,17,13,15,10,13,14,8,6,8,6,8,5,,13-BAIL-1.0_20100720_628,13-BAIL-1.0_20100720
629,13-CROB-1.5,13,CROB,1.5,07/20/2010,High,15,14,13,11,9,15,17,8,6,5,5,5,6,,13-CROB-1.5_20100720_629,13-CROB-1.5_20100720
630,13-CROS_T2-0.4,13,CROS_T2,0.4,07/20/2010,High,18,18,16,11,8,20,18,6,7,9,6,10,8,,13-CROS_T2-0.4_20100720_630,13-CROS_T2-0.4_20100720
631,13-EBCR_T13-0.3,13,EBCR_T13,0.3,07/20/2010,High,16,16,14,14,12,15,16,9,8,7,8,7,8,,13-EBCR_T13-0.3_20100720_631,13-EBCR_T13-0.3_20100720
632,13-HAVI-2.3,13,HAVI,2.3,07/20/2010,High,18,17,15,13,9,15,16,6,5,7,6,6,6,,13-HAVI-2.3_20100720_632,13-HAVI-2.3_20100720
633,13-CHES_T5-1.1,13,CHES_T5,1.1,07/21/2010,High,19,16,10,19,11,18,19,8,6,9,9,9,6,,13-CHES_T5-1.1_20100721_633,13-CHES_T5-1.1_20100721
634,13-LSAG_T1-0.1,13,LSAG_T1,0.1,07/21/2010,High,20,19,11,20,11,20,11,10,10,10,10,10,9,,13-LSAG_T1-0.1_20100721_634,13-LSAG_T1-0.1_20100721
635,13-PEEK-13.3,13,PEEK,13.3,07/21/2010,High,17,15,15,14,11,15,18,8,6,6,7,4,6,,13-PEEK-13.3_20100721_635,13-PEEK-13.3_20100721
636,13-SUGL-1.4,13,SUGL,1.4,07/21/2010,High,19,18,19,19,16,20,19,8,7,10,9,10,9,,13-SUGL-1.4_20100721_636,13-SUGL-1.4_20100721
637,12-BATV-14.0,12,BATV,14.0,07/22/2010,High,13,17,15,17,11,10,15,9,9,6,6,5,5,,12-BATV-14.0_20100722_637,12-BATV-14.0_20100722
638,13-BRCH-4.0,13,BRCH,4.0,07/22/2010,High,18,17,18,17,11,19,18,6,8,8,4,9,4,,13-BRCH-4.0_20100722_638,13-BRCH-4.0_20100722
639,14-EMRY-0.7,14,EMRY,0.7,07/22/2010,High,17,17,11,17,12,14,17,7,6,5,5,4,5,,14-EMRY-0.7_20100722_639,14-EMRY-0.7_20100722
640,14-MLBR-9.0,14,MLBR,9.0,07/22/2010,High,18,18,15,19,18,17,19,9,7,8,9,8,10,,14-MLBR-9.0_20100722_640,14-MLBR-9.0_20100722
641,12-MOHK-136.0,12,MOHK,136.0,07/25/2010,High,10,14,19,19,12,20,15,9,9,9,10,8,9,,12-MOHK-136.0_20100725_641,12-MOHK-136.0_20100725
642,12-ALPL-16.1,12,ALPL,16.1,07/27/2010,High,18,16,10,13,11,13,15,9,6,9,9,7,9,,12-ALPL-16.1_20100727_642,12-ALPL-16.1_20100727
643,12-BUNN-2.4,12,BUNN,2.4,07/27/2010,High,13,14,11,10,17,13,15,9,7,6,6,4,5,,12-BUNN-2.4_20100727_643,12-BUNN-2.4_20100727
644,12-MCQU-0.4,12,MCQU,0.4,07/27/2010,High,17,14,15,17,16,20,19,9,9,9,9,9,9,,12-MCQU-0.4_20100727_644,12-MCQU-0.4_20100727
645,12-NCHU-3.2,12,NCHU,3.2,07/27/2010,High,17,16,15,15,19,15,19,8,9,5,6,5,5,,12-NCHU-3.2_20100727_645,12-NCHU-3.2_20100727
646,12-SCHU-2.9,12,SCHU,2.9,07/27/2010,High,15,15,15,15,9,13,16,8,8,7,8,6,6,,12-SCHU-2.9_20100727_646,12-SCHU-2.9_20100727
647,12-ASHC-2.8,12,ASHC,2.8,07/28/2010,High,12,13,15,14,19,20,12,10,10,10,10,10,10,,12-ASHC-2.8_20100728_647,12-ASHC-2.8_20100728
648,12-BATV-0.1,12,BATV,0.1,07/28/2010,High,15,15,15,16,11,16,7,8,9,4,4,3,3,,12-BATV-0.1_20100728_648,12-BATV-0.1_20100728
649,12-BATV-10.1,12,BATV,10.1,07/28/2010,High,12,16,14,16,12,6,13,9,9,6,2,6,2,,12-BATV-10.1_20100728_649,12-BATV-10.1_20100728
650,12-BETY-0.2,12,BETY,0.2,07/28/2010,High,17,17,15,18,16,15,18,8,9,9,8,9,6,,12-BETY-0.2_20100728_650,12-BETY-0.2_20100728
651,12-BIGW-0.1,12,BIGW,0.1,07/28/2010,High,18,16,18,15,19,20,15,10,10,10,10,10,10,,12-BIGW-0.1_20100728_651,12-BIGW-0.1_20100728
652,12-CANW-20.3,12,CANW,20.3,07/28/2010,High,14,5,11,8,16,15,5,7,6,4,7,2,7,,12-CANW-20.3_20100728_652,12-CANW-20.3_20100728
653,12-CANW-52.8,12,CANW,52.8,07/28/2010,High,20,15,20,17,20,20,20,10,10,10,10,10,10,,12-CANW-52.8_20100728_653,12-CANW-52.8_20100728
654,12-HBUT-2.6,12,HBUT,2.6,07/28/2010,High,8,12,3,20,11,20,20,10,10,10,10,7,7,,12-HBUT-2.6_20100728_654,12-HBUT-2.6_20100728
655,12-LKIL-0.4,12,LKIL,0.4,07/28/2010,High,8,13,19,15,16,20,18,10,10,9,10,8,10,,12-LKIL-0.4_20100728_655,12-LKIL-0.4_20100728
656,12-LYMA-3.8,12,LYMA,3.8,07/28/2010,High,20,11,13,19,15,20,18,10,10,10,10,10,10,,12-LYMA-3.8_20100728_656,12-LYMA-3.8_20100728
657,12-MANR-1.4,12,MANR,1.4,07/28/2010,High,10,14,16,15,10,12,13,3,6,4,5,3,4,,12-MANR-1.4_20100728_657,12-MANR-1.4_20100728
658,12-MLLC-0.4,12,MLLC,0.4,07/28/2010,High,19,18,15,19,12,20,19,8,8,10,10,9,10,,12-MLLC-0.4_20100728_658,12-MLLC-0.4_20100728
659,12-MOHK-112.9,12,MOHK,112.9,07/28/2010,Low,8,12,15,19,20,10,5,5,5,9,9,8,8,,12-MOHK-112.9_20100728_659,12-MOHK-112.9_20100728
660,12-MOHK-124.0,12,MOHK,124.0,07/28/2010,High,15,16,16,20,20,20,6,9,9,9,9,9,9,,12-MOHK-124.0_20100728_660,12-MOHK-124.0_20100728
661,12-MOYR-5.1,12,MOYR,5.1,07/28/2010,High,8,13,18,17,20,20,19,9,9,8,8,10,7,,12-MOYR-5.1_20100728_661,12-MOYR-5.1_20100728
662,12-NMIL-13.9,12,NMIL,13.9,07/28/2010,High,9,9,10,13,19,17,20,5,10,4,10,8,10,,12-NMIL-13.9_20100728_662,12-NMIL-13.9_20100728
