MACRO_FIELD_DATA_HISTORY_ID,EVENT_ID,BIOSAMPLE_COLLECT_METHOD_ID,BIOSAMPLE_COLLECT_METHOD_ID_NOTE,MFDH_EPHEMEROPTERA_IND,MFDH_PLECOPTERA_IND,MFDH_TRICHOPTERA_IND,MFDH_COLEOPTERA_IND,MFDH_MEGALOPTERA_IND,MFDH_ODOFALSEATA_IND,MFDH_CHIROFALSEOMIDAE_IND,MFDH_SIMULIIDAE_IND,MFDH_DECAPODS_IND,MFDH_GAMMARIDAE_IND,MFDH_MOLLUSCA_IND,MFDH_OLIGOCHAETA_IND,MFDH_TIPULIDAE_IND,MFDH_OTHERS_IND,MFDH_OTHER,MFDH_FIELD_WATER_QLTY,MFDH_HABITAT,MFDH_LGS_HABITAT_BANK,MFDH_LGS_HABITAT_MACROPHYTE,MFDH_LGS_HABITAT_SNAG,MFDH_LGS_HABITAT_SUBSTRATE,MFDH_BOTTOM_TYPE,MFDH_DOMINANT_SUBSTRATE,MFDH_WATER_CLARITY_DRIVER,MFDH_MACRO_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
8755,14-MONG_E-0.2_20190820,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"Slow moving, not good riffle habitat, hard bottom",,,,
8753,14-MONG_M-0.3_20190820,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Productive,,,,
8756,14-MONG_M-5.6_20190820,Kick: Standard,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
8752,14-MONG_W-0.2_20190820,Kick: Standard,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Directly next to garden supply store, and solid waste management site. Large sand piles right next to stream.

",,,,
8732,14-NEVR-0.5_20190820,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,Chest waders needed. Access probably better from side opposite of cemetery.,,,,
8745,14-NEVR-14.6_20190820,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,"Nice site, a little hard to park due to posted signs",,,,
8737,14-NEVR-26.2_20190820,Kick: Standard,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Good site good ample,,,,
8747,14-NEVR-36.8_20190820,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Site very low productivity due to cold temps from hypo release at impound,ent",,,,
8742,14-NEVR_T20-0.3_20190820,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Very nice reference quality stream,,,,
8736,14-PINE-4.4_20190820,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Nice site. Horsefliesno see um,,,,
8734,13-SDBG-9.8_20190820,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Flows may be higher than normal,,,,
8733,14-WILB-0.2_20190820,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
8759,14-BASK_N-1.7_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Catskills mountain stream represented here.,,,,
8783,14-BEAV-39.8_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Good site with weird mix of high elevation and big river bugs - arctopsyche and corydalis,,,,
8781,14-BRIS-2.0_20190821,Kick: Standard,,,,TRUE,,TRUE,,,,TRUE,,,,FALSE,FALSE,,,Adequate,,,,,,,,,,,,
8768,14-CALL-0.2_20190821,Kick: Standard,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Poor,Adequate,,,,,,,,,,,,
8775,14-CALL_E-0.2_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8778,14-CALL_E-0.4_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Possible bottom sediment in chem sample.,,,,
8773,14-CALL_N-0.6_20190821,Kick: Standard,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
8758,14-DELA-31.2_20190821,Kick: Standard,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
8765,14-DELA-45.2_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Hirudinea,Good,Adequate,,,,,,,,,,,,
8770,14-DELA-50.4_20190821,Kick: Standard,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,Sampled on middle bridge piling to allow mixing of trib and Delaware,,,,
8761,14-DELA-59.2_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Main stem productive community,,,,
8764,14-DELA-65.9_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Wild stretch river productive community big megalop,,,,
8769,14-EDEL-1.2_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Lots of worms in the net,,,,
8776,14-FSED-0.1_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Good,,,,
8767,14-UNVR-51.0_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Bridge construction just downstream. No apparent effect on ltt sample,,,,
8762,14-UNVR_E-0.2_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Very nice site,,,,
8766,14-UNVR_W-0.4_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,USGS gage,,,,
8760,14-UNVR_W-12.5_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Good bugs and reference site. A little incised by the road,,,,
8772,14-WDEL-1.3_20190821,Kick: Standard,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Fly fisherman. No luck with trout.  Good bug community.  Diverse stones.,,,,
8779,14-WDEL-35.4_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Long term site at water quality sampling station DEP.  a lot of pink worms in net,,,,
8780,14-WILL-3.1_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Good sit but very sandy and sedimented,,,,
8777,14-WILL-6.4_20190821,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,FALSE,,Very good,,,,,,,,,,,,,
8774,14-WILL-14.5_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8771,14-WILL-18.3_20190821,Kick: Standard,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,TRUE,FALSE,,Good,Adequate,,,,,,,,Rain occurred,,,,
8799,14-BASS-0.2_20190822,Kick: Standard,,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Good,Adequate,,,,,,,,Little stream,,,,
8785,14-BEAV-18.5_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Beautiful trout food.,,,,
8798,14-BETT-0.1_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,,Good,,,,,,,,,,,,,
8786,14-CHOL-0.4_20190822,Kick: Standard,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,FALSE,FALSE,,Very good,,,,,,,,,,,,,
8789,14-COLD_T7-1.1_20190822,Kick: Standard,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Poor,Low flow,,,,,,,,"2020-02-12 NOTE - COOLER SHIPMENT DELAYED, SAMPLES THROWN OUT. NO CHEM RESULTS.",,,,
8791,14-DRBR-2.1_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,A Catskills stream represented,,,,
8794,14-EDEL-55.3_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Good,Adequate,,,,,,,,Pink worms in net,,,,
8790,14-ESTB-2.2_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,FALSE,FALSE,,Good,,,,,,,,,,,,,
8792,14-PINS-1.7_20190822,Kick: Standard,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"2020-02-12 NOTE - COOLER SHIPMENT DELAYED, SAMPLES THROWN OUT. NO CHEM RESULTS.",,,,
8787,14-ROOD-0.2_20190822,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"2020-02-12 NOTE - COOLER SHIPMENT DELAYED, SAMPLES THROWN OUT. NO CHEM RESULTS.",,,,
8788,14-SPRB-0.5_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,"Sample near bridge 
",,,,
8795,14-STEL-1.6_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,TRUE,FALSE,,Good,,,,,,,,,,,,,
8796,14-THRD-2.3_20190822,Kick: Standard,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"2020-02-12 NOTE - COOLER SHIPMENT DELAYED, SAMPLES THROWN OUT. NO CHEM RESULTS.",,,,
8797,14-TOWN_T11-0.2_20190822,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,Good,Adequate,,,,,,,,Small farm stream,,,,
8793,14-WDEL-51.0_20190822,Kick: Standard,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,,,,,,,,,,,,,,,
8804,10-HOLC-0.2_20190827,Kick: Standard,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8800,10-SABL_W-9.9_20190827,Kick: Standard,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Just below dam,,,,
8803,10-SABL_W-18.6_20190827,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8802,10-SENT-0.1_20190827,Kick: Standard,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,Tough stream to kick,,,,
8801,10-SENT-0.3_20190827,Kick: Standard,,TRUE,,TRUE,,,,,,,,,TRUE,FALSE,FALSE,,Good,Headwater,,,,,,,,100 meters up from 2nd culvert (concrete) above rd.,,,,
8805,10-CHUB-5.0_20190828,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,Tannic,,,,
8809,10-NMOW_T1-1.7_20190828,Kick: Standard,,,,TRUE,,,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,,,See upstream site desc. Poor macro habitat. Not ideal control site.,,,,
8808,10-NMOW_T1-1.8_20190828,Kick: Standard,,TRUE,,,,,TRUE,,,,,,,FALSE,FALSE,,Poor,Sand,,,,,,,,"Sandy, embedded habitat. Very different habitat from other sites on trip. May not be an ideal control area.",,,,
8807,10-SABL_W_T27-0.1_20190828,Kick: Standard,,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,Good,Adequate,,,,,,,,Very small reach from culvert to confluence. Only one small riffle and lots of sand. Only could get one rep.,,,,
8806,10-SABL_W_T27-0.2_20190828,Kick: Standard,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,FALSE,FALSE,,Good,Adequate,,,,,,,,Tough kicking,,,,
8825,09-AMPR-2.6_20190910,Kick: Standard,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,Lots of benthic algae below riffle in muddy area,,,,
8819,09-GRAS_S-27.3_20190910,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,Very good,,,,,,,,,,,,,
8818,09-GTCH_W-49.1_20190910,Kick: Standard,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Below a series of ponds might influence community and temp. Very tannic,,,,
8816,09-INDN-92.7_20190910,Kick: Standard,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,FALSE,FALSE,,Very good,Headwater,,,,,,,,Very nice site that is sandy stream and low productivity. Bugs looked good but there might not be a lot. Drinking water supply for carthage,,,,
8826,09-JENN-0.4_20190910,Kick: Standard,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8817,09-MUPO-0.8_20190910,Kick: Standard,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Upstream of bridge at riffle,,,,
8821,09-PALC-2.5_20190910,Kick: Standard,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,FALSE,FALSE,,Very good,Bedrock,,,,,,,,Remote site that is mostly bedrock but good bugs,,,,
8815,09-RAQU-89.9_20190910,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Approximately 0.20 mi hike in from road. Sampled at top of rapids,,,,
8827,09-REGI_W-2.7_20190910,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8845,09-ALDM-0.8_20190911,Kick: Standard,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Riffle below bridge,,,,
8840,09-CLDK-0.1_20190911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Dominant forest but adjacent to residential house,,,,
8843,09-CLDK-0.8_20190911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Riffle below bridge and bend.,,,,
8839,09-DERR-0.2_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8854,09-GRAS-23.8_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Large algae mats in shallow slack water area,,,,
8828,09-GRAS-47.1_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8853,09-GRAS-55.5_20190911,Kick: Standard,,TRUE,TRUE,,,,TRUE,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Very nice site,,,,
8838,09-GTCH-60.1_20190911,Kick: Standard,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,FALSE,FALSE,,Good,Bedrock,,,,,,,,Site is mostly bedrock and limiting kick ability. Did not get. A lot of bugs,,,,
8841,09-GTCH-66.3_20190911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Impoundment,,,,,,,,0.5 mile downstream from impoundment,,,,
8852,09-KING-0.5_20190911,Kick: Standard,,TRUE,,TRUE,,TRUE,,,,,,,,TRUE,FALSE,,,Low flow,,,,,,,,Sampled riffle 15 up from bridge.,,,,
8832,09-LSAL-3.1_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8831,09-OMAL-0.3_20190911,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8848,09-PLUB-1.1_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Very good,Low flow,,,,,,,,Man made rock cobble dam partially impounding stream above riffle area and bridge being built immediately downstream,,,,
8837,09-RAQU-3.2_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8846,09-RAQU-12.8_20190911,Kick: Standard,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very poor,Adequate,,,,,,,,Could not get a good kick sample. Fast flowing rapids that are deep. Was not safe to kick in riffle.,,,,
8829,09-RAQU-44.0_20190911,Kick: Standard,,,,,TRUE,,TRUE,,,,,,,FALSE,TRUE,Hemiptera,Very poor,Adequate,,,,,,,,Not many bugs. Kicking somewhat difficult.,,,,
8842,09-REGI-15.8_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,FALSE,,Good,Bedrock,,,,,,,,This stream is almost entirely bedrock,,,,
8835,09-SAL9-1.1_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
8847,09-SYLV-1.4_20190911,Kick: Standard,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,FALSE,FALSE,,Poor,Impoundment,,,,,,,,Site is just below a beaver impounded section upstream of bridge. Someone shooting a rifle at the house new stream. Some concern about direction of shots but still got good sample,,,,
8849,09-TRSL-12.5_20190911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8860,09-DEVE-1.8_20190912,Kick: Standard,,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8861,09-LTRU-9.3_20190912,Kick: Standard,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,FALSE,,Good,Adequate,,,,,,,,,,,,
8856,09-REGI-64.0_20190912,Kick: Standard,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"Couldn’t kick in current, kicked on edge where lots of sand present. Best access 50 ft north of bridge through ferns. Very rocky, tannic.",,,,
8862,09-RORC-0.1_20190912,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,Nice stream but sandy in spots,,,,
8855,09-SAL9-12.1_20190912,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,Good site. Lots of hydropsychids,,,,
8857,09-SDSH-2.7_20190912,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8859,09-SEPA-4.3_20190912,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8858,09-TROU-0.6_20190912,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Good,Adequate,,,,,,,,,,,,
8867,09-CGAY-2.7_20190916,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8865,11-DURG-0.2_20190916,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8866,09-ENGL-2.5_20190916,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,FALSE,FALSE,,Very good,,,,,,,,,,,,,
8868,09-STRB-0.2_20190916,Kick: Standard,,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,Good,Adequate,,,,,,,,Parking down dirt path at 44.432672°N  74.340735°W.,,,,
8876,07-FALC-0.3_20190917,Kick: Standard,,TRUE,,,,,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,Poor,Low flow,,,,,,,,Low flow site could only get one kick,,,,
8871,09-FSCR-1.0_20190917,Kick: Standard,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,4 reps for Black Lake TMDL. Landowners noted lack of fish after old mill and diversion channel removed in the 70s. Looks like debris from demolished mill blocking passage above old dam rd bridge. Heavy moss cover,,,,
8869,09-GTCH-0.8_20190917,Kick: Standard,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,,FALSE,FALSE,FALSE,,,,,,,,,,,Less than ideal reference site. Several crayfish in net but escaped.,,,,
8875,09-INDN-2.0_20190917,Kick: Standard,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,FALSE,FALSE,,,,,,,,,,,,,,,
8872,07-SUKE-0.3_20190917,Kick: Standard,,TRUE,,,,,TRUE,,,TRUE,,,,FALSE,FALSE,,Poor,Adequate,,,,,,,,Typical urban stream,,,,
8880,09-WCRNB-3.9_20190917,Kick: Standard,,TRUE,,,,TRUE,TRUE,,,TRUE,,,,FALSE,FALSE,,Poor,Low flow,,,,,,,,Sampled above bridge. Very low flow.,,,,
8889,08-BUCC-0.1_20190918,Kick: Standard,,,TRUE,,,,TRUE,,,TRUE,,,,FALSE,FALSE,,,,,,,,,,,Updated coordinates for accuracy.,,,,
8886,09-INDN-33.7_20190918,Kick: Standard,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8888,08-INDY-6.7_20190918,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,,,,,,,,,,,,,,,
8887,09-PLST-0.8_20190918,Kick: Standard,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,FALSE,FALSE,,Good,Adequate,,,,,,,,Low gradient type habitat upstream but lots of bedrock.,,,,
8884,09-SOAP-0.4_20190918,Kick: Standard,,,,,,,TRUE,,,,,,TRUE,TRUE,TRUE,Leeches,Very poor,Bedrock,,,,,,,,Bugs and chem taken just below marshy area 30m above small waterfall. Lots of bedrock. Difficult to gather material. Orange vomit-looking algae or bacteria. See site photos. Site downstream of salt pile. Extremely high conductivity. Milky film on surface.,,,,
8891,14-BISC-0.7_20190926,Kick: Standard,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8892,14-BUSH-0.6_20190926,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,FALSE,FALSE,,Very good,Adequate,,,,,,,,"1 foot tall, apparently man-made dam upstream. Stone, debris, wood.",,,,
8890,14-UNVR-51.0_20190926,Kick: Standard,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,FALSE,,Very good,Adequate,,,,,,,,,,,,
8330,10-TRAE-4.5_20180717,Low-Gradient,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,
