NewID,Location,Station,Direct,Name,Basin,Descript,Lat,Long,Lat/Long,Date_FieldData,Time,Bank,Macrophyte,Crew,Snags,Substrate,Reference?,% Macrophyte,Depth,Bottom type,Width,Dominant substrate,Current,Riffle present,% slope,Canopy,Land use,Temp,Algae filamentous,Algae suspended,Conduct,Notes,pH,DO,Photo,Photo_2,%Sat,ChlA,Water Clarity Driver,Sample Type
LGSS-T03,LGSS_T,7,,,,Test_3561,44.72729,-75.35419,44.72729 -75.35419,7/15/2015,13:38,2,2,RSmith; Jlojpsberger; CLawrence ,,2,No,100,0.5,Very soft,2,Silt,0,No,,0,Agricultural ,14.2,1,1,564,100% of stream is algae and macrophyte choked. Very likely agricultural runoff affecting stream.,7.11,14.19,14370659950029.jpg,14370659950030.jpg,137.2,,Susp Algae,Low gradient
LGSS-T04,LGSS_T,9,,,,Test_Site_117,44.79634,-74.71885,44.79634 -74.71885,7/15/2015,10:58,2,0,RSmith; Jlojpsberger;CLawrence ,2,2,No,0,0.1,Hard,1,Clay,0,No,,100,Forest ,18.67,1,0,290,Heavily wooded. No detectable flow. Bridge construction going on downstream. Semi-aquatic plants and terrestrial plants in stream,6.87,2.6,14370659950033.jpg,14370659950034.jpg,28,,DOC,Low gradient
LGSS-T05,LGSS_T,10,,,,Test_Site_1255,44.07005,-75.48747,44.07005 -75.48747,7/15/2015,17:28,2,2,RSmith; Jlojpsberger; CLawrence ,0,2,No,20,1.2,Very soft,6,Silt,0,No,,15,Forest; wetlands ,22.83,1,0,164,,7.26,6.02,14370659950061.jpg,14370659950062.jpg,69.6,,DOC,Low gradient
LGSS-T06,LGSS_T,11,,,,Test_Site_100,44.37208,-75.21596,44.37208 -75.21596,7/15/2015,15:03,2,2,RSmith; Jlojpsberger; CLawrence ,0,2,No,30,1,Very soft,2.5,Silt,0,No,,0,Forest; wetlands ,21.73,1,1,339,Very rural area. Heavy deposits of sediment.,7,4.53,14370659950023.jpg,14370659950024.jpg,51.6,,DOC,Low gradient
LGSS-T07,LGSS_T,12,,,,Test_Site_106,44.61048,-75.11735,44.61048 -75.11735,7/15/2015,11:57,2,2,RSmith;Jlojpsberger; CLawrence ,2,2,No,80,0.5,Soft,3,Clay,0,No,,0,Residential; business ,22.38,1,0,284,Bank has been cleared of woody vegetation.,7.36,5.87,14370659950027.jpg,14370659950028.jpg,67.7,,DOC,Low gradient
LGSS-T09,LGSS_T,15,,,13,Test_551_Ag,41.3274,-74.4151,41.32745 -74.41568,8/12/2015,14:25,2,2,Duffy RSmith,2,2,No,10,0.3,Hard,4,Gravel,0.2,No,,75,AG,26.3,1,1,517,Very nasty site with dumpster odor. Hard bottom but no riffle. Hard to decide whether was lg or not. Good test site but will have to determine whether meets lg definition,7.5,8.7,14395794810203.jpg,14395794810204.jpg,107,,Turn,Low gradient
LGSS-T10,LGSS_T,17,,,13,Test_616_Ag,42.673247,73.981825,,6/18/2015,16:32,2,2,Rsmith; AJSmith; Emosher,2,2,No,20,6.75,Hard,2.5,Gravel,0,No,0,53.2,Residential; Forest; Wetland;,16.98,1,0,398,,6.88,5.77,Yes,,59.4,8.75,Turb,Low gradient
LGSS-T11,LGSS_T,18,,,14,Test_8161,41.7445,-74.6671,41.74471 -74.66686,8/12/2015,10:00,2,2,Duffy RSmith,2,2,No,10,0.5,Hard,5,Sand,0.1,Yes,,42,Residential,17.4,0,0,147,Site is harder bottom just upstream.,7.3,9.6,14395794810209.jpg,14395794810210.jpg,100,,DOC,Low gradient
LGSS-T12,LGSS_T,19,,,15,Test_2022_Urb1,41.0925,-73.9603,41.09187 -73.96061,8/13/2015,9:19,2,2,Duffy RSmith,2,2,No,0,1,Soft,10,Silt,0.1,No,,22,Urban,22.9,0,0,538,Site is deep and turbid and looks like it's been ponded but also with riprap dumped. DO is again questionable today. Ultimate LGS site excluding an Mohawk screening sites. Ryan fell in almost underwater,7.3,5.1,14395794810211.jpg,14395794810212.jpg,56,,Turn,Low gradient
LGSS-T02,LGSS_T,05_Adjusted,,,,,43.87534,-75.3732,43.87534 -75.37320,7/16/2015,8:41,,,RSmith; Jlojpsberger; CLawrence ,,,No,0,0.5,Soft,3,Sand,0,No,,15,Agricultural ,15.34,0,0,59,,6.97,9.39,14370659950017.jpg,14370659950018.jpg,93.9,,DOC,Low gradient
LGSS-T08,LGSS_T,13_Alternative,,,,,44.59646,-73.512,44.59646 -73.51200,7/14/2015,16:05,2,1,RSmith; Jlojpsberger; CLawrence ,2,2,No,0,0.5,Soft,4.5,Sand,10,No,,15,Forest,22.54,0,0,286,,7.77,8.02,14370659950045.jpg,14370659950046.jpg,93,,DOC,Low gradient
LSAL-1.0,LSAL,F1.0,Fort Covington,Unnamed Tributary to Little Salmon River,9,130 m east off Frye Rd; mostly wetland,44.961192,-74.495155,44.96113 -74.49484,9/21/2015,14:05,2,1,Duffy; Lope; Heitzman ,,1,No,50,0.1,Soft,0.5,Silt,0,No,,0,Agricultural,17,0,1,573,Very little water in channel Collected diatom sample with pipettes only; no rocks,7.4,8,14431838420017.jpg,14431838420018.jpg,82,,Turb,Low gradient
LSIS-2.0,LSIS,1,,,ERIE,,42.66946,-79.02749,,8/5/2015,11:28,2,2,Duffy Mosher,2,2,No,40,0.3,Soft,20,Gravel,1,No,75,,Forest,20.7,0,0,909,Bedrock and gravel in places but predominantly mushy clay,7.5,3.6,14389715920005.jpg,14389715920006.jpg,40.6,,Turb,Low gradient
MIDL-2.5,MIDL ,1,,Unnamed trib,ONT,Middle port,43.164594,-78.494596,,7/21/2015,12:56,2,2,JL/JD,2,2,No,40,0.6,Soft,3,Silt,10,No,,36,AG.,19.3,1,0,939,Small stream at culvert,7.73,3.61,14377589820005.jpg,14377589820006.jpg,39.3,,Turb,Low gradient
MILR-3.5,,,,,,,40.674315,-73.662232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILR-5.3,,,,,,,40.704312,-73.658096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITL-0.5,,,,,,,40.817457,-73.740988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURD-16.9,MURD,3,,,ERIE,,42.96337,-78.38914,,8/4/2015,12:40,2,2,Duffy Mosher,2,2,No,70,0.2,Hard,5,Gravel,0.07,No,90,,Forest agriculture,21,0,0,636,Very hard bottom. Lots of macrophytes,7.5,7,14389715920001.jpg,14389715920002.jpg,79,,Turb,Low gradient
MUSK-01,MUSK,1,,,,Adjusted,43.093572,-76.533984,43.09388 -76.53410,7/7/2015,12:29,2,2,BDUFFY; RSMITH ,2,2,No,40,0.8,Hard,8,Sand,40,No,,5,Forest,21.8,0,0,508,,7.35,4.93,14363970980039.jpg,14363970980040.jpg,57.1,2.75,DOC,Low gradient
NLSM-7.9,NLSM,7.9,Parish,North Branch Little Salmon River,3,400 ft upstream of CR 22,43.413434,-76.065263,,7/23/2015,,,,Duffy Mosher,,,,,0.5,,,,20,,,23,,20.8,,,,Looks like beaver dammed; used to have riffle - rocky a lot of sediment ,7.5,10.4,,,116,,,Low gradient
OATK-46.2,OATK,46.2,Warsaw,Oatka Creek,4,SR 19; 10m downstream,42.77316,78.12411,42.77316 -78.12411,7/29/2015,9:15,2,2,Lojpers; Heitz; Novak; Lawrence ,2,2,No,,0.3,Soft,12,Silt,33,No,,48,Agricultural ,22.2,0,0,574,Moved site from original because of highly posted area Moved less than 1 mile downstream  Took sample for Chl A,7.7,6.2,14383508040001.jpg,14383508040002.jpg,71,,Turn,Low gradient
OROW-01,,,,,,,40.73306,-73.22556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACH-01,,,,,,,40.76556,-73.02084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECN-01,,,,,,,40.905502,-72.742968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIKC-8.7,PIKC,8.7,Bombay,Pike Creek,9,Cotter Road; poor site; channelized,44.919352,-74.61691,44.91902 -74.61616,9/21/2015,16:30,1,2,Duffy; Lope; Heitzman ,2,2,No,20,0.5,Soft,5,Silt,10,No,,,Agricultural ,19.1,1,0,211,,7.7,8.2,14431838420021.jpg,14431838420022.jpg,87,,Turb,Low gradient
PION-0.9,PION,0.9,,,ERIE,,42.63106,-79.07316,,8/5/2015,12:38,2,2,Duffy Mosher,2,2,No,20,0.5,Soft,4,Clay,0,No,30,,Residential Forest,22.2,0,0,711,Site was recently undammed. No flow at all,7.8,4.7,14389715920007.jpg,14389715920008.jpg,54,,Turb,Low gradient
PLMB_T-0.1,PLMB,T0.1,Russell,Plumb Creek,9,off Spicer Rd. Newly dammed by beaver; moved coord,44.327302,-75.091868,44.32617 -75.09202,9/22/2015,15:25,2,2,Duffy; Lope; Heitzman ,2,2,No,20,0.4,Hard,6,Sand,20,No,,53,Forest,15.9,1,0,65,,7,8.9,14431838420023.jpg,14431838420024.jpg,90,,DOC,Low gradient
POBK-01,POBK,1,,,,Adjusted,42.972,-76.927,42.97207 -76.92646,7/7/2015,14:25,,,Duffy RSmith ,,,,10,0.1,Soft,1,Sand,0.5,Yes,,70,Ag ,21.6,0,0,1478,Very small site.probably different streams  type than what we think of as low grad,7.5,6.8,14363970980037.jpg,14363970980038.jpg,77,0.8,Turb,Low gradient
SAMP-01,,,,,,,40.7042,-73.3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVP-1.4,,,,,,,40.912021,-72.372496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAN-01,,,,,,,40.78028,-72.99416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELV-10.6,TELV,1,,,,,43.22353,-78.95811,43.22353 -78.95811,7/21/2015,15:44,,2,Heitz novak,,2,No,40,0.3,Very soft,3,Silt,0,No,,55,Agricultural,24.5,1,0,739,Substrate is mainly decomposed plant matter and very sticky mud!,7.4,5.1,14377645430005.jpg,14377645430006.jpg,61,,Turn,Low gradient
TONA-103.5,TONA,00A,,,ERIE,,42.69048,-78.36362,,8/6/2015,11:15,2,0,Duffy Mosher,2,2,No,0,0.3,Soft,1.5,Silt,38,Yes,100,,Forest agriculture,15,1,0,487,No macrophytes; many cobbles,8.1,10.2,14389715920011.jpg,14389715920012.jpg,101,,Turb,Low gradient
TQUA-01,TQAU,1,Cropseyville,Trib to Quacken Kill,11,Brunswick baseball access road,42.747337,-73.565615,42.74354 -73.57514,7/6/2015,10:36,2,2,Dec field staff,1,2,No,60,0.4,Soft,2,Sand,0.04,,,0,Recreational,17.9,1,0,381,Sampling conducted during calibration training,6.8,10.02,14362072050001.jpg,14362072050002.jpg,105.9,,,Low gradient
WBOT-01,WBOT,1,,,,Adjusted,43.096294,-76.388573,,7/7/2015,11:24,1,2,RSmith; BDuffy,2,2,No,40,0.6,Very soft,4,Silt,30,No,,5,Forest; wetland,19.9,0,0,1145,Sank down extremely far in substrate.,7.74,7.7,14363970980033.jpg,14363970980034.jpg,84.5,1.62,Turb,Low gradient
WSCK-3.4,WSCK,3.4,Evans Mills,West Creek,9,20 m above North Star Rd culvert; low gradient,44.061953,-75.827492,44.06197 -75.82743,9/23/2015,12:00,2,2,Lope; Duffy; Heitzman; Kate Smith(Utica office),,2,No,50,0.5,Hard,10,Gravel,0,No,,10,Marsh; residential ,14.6,1,1,2003,Diatom pipetted off vegetation; no rocks,7.4,6,14431838420033.jpg,14431838420034.jpg,59,,Turb,Low gradient
YANT-0.2,YANT,1,,yantra creek,ONT,,43.32826,-77.97542,,7/22/2015,10:00,2,2,JL/JD,0,2,No,80,0.12,Hard,1,Sand,10,No,,52,AG,18,1,0,779,Channel above stagnant pool; south of Srinagar 360. Micro tox sample done,7.46,6.45,14377589820011.jpg,14377589820012.jpg,68.6,,Turb,Low gradient
