"site_id","condition_class","basin","sample_date","arrivetime","crew","depth","width","cur_spd","algae_diaoms_presen","thickness_diatoms_present","macrophyte_pct","canopy","embeddedness","rock","rubble","gravel","sand","silt","clay","land_use","general_comment","field_water_qlty","habitat","lgs_habitat_bank","lgs_habitat_macrophyte","lgs_habitat_snag","lgs_habitat_substrate","bottom_type","dominant_substrate","water_clarity_driver","macro_comment","gradient","epifaunal_cover","embeddedness_pooling","velocity_depth_regime","sediment_deposition","flow_status","channel_alteration","riffle_bend_frequency","left_bank_stability","right_bank_stability","left_bank_veg","right_bank_veg","left_bank_veg_zone","right_bank_veg_zone","habitat_comment","temp","spcond","do_conc","do_pct_sat","ph","salinity","photo","photo_2","ref_field_yn","riffle_present","chl_a","site_condition_v1","site_condition_v2","site_condition_notes","microtox","pht_id_up","pht_id_dwn","hab_present","biosample","habitat_total_score","landcover_nat_pct","landcover_dev_pct","landcover_ag_pct","landcover_water_pct","landcover_agdev_pct","PC1"
"06-FLYS-0.7","2",6,2015-07-03,"11:34","RSmith; JLopsberger",0.7,8,40,NA,NA,50,99,NA,NA,NA,NA,NA,NA,NA,"Wetland/meadow","Extreme deposition. Very difficult to walk in all parts of stream due to deposition. Woody debris sample was very sparse.",NA,NA,2,2,2,2,"Very soft","Silt","Turb",NA,NA,13,8,14,3,18,18,18,9,9,9,7,9,7,"Very sinuous. Extremely large amount of macrophytes in center channel. Look at photograph for site.",14.73,393,10.74,106,7.71,NA,"14359571840019.jpg","14359571840020.jpg","No","No",2.17,"test","test",NA,NA,NA,NA,NA,NA,NA,42.6509545994336,3.0282269114826,53.8183977345391,0.502420754544624,56.8466246460217,-0.492528851065833
"06-MADB-0.1","2",6,2015-07-03,"10:55","RSmith; JLopsberger",0.7,7,0.4,NA,NA,10,93,NA,NA,NA,NA,NA,NA,NA,"Agricultural",NA,NA,NA,2,2,2,2,"Soft","Silt","Turb",NA,NA,15,13,13,16,19,18,10,10,10,5,6,5,5,"0",13.89,211,8.8,85,7.13,NA,"14359571840017.jpg","14359571840018.jpg",NA,"No",0.42,"test","test",NA,NA,NA,NA,NA,NA,NA,66.7940658788031,3.20341966306261,29.7661553935127,0.236359064621574,32.9695750565753,0.985458843868957
"06-NING-7.7","1",6,2015-07-16,"12:22","RSmith; Jlojpsberger; CLawrence",0.6,3,0.4,NA,NA,50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"Soft","Silt","DOC",NA,NA,13,14,15,14,19,19,18,10,10,10,10,10,10,NA,16.89,84,8.79,90.7,6.87,NA,"14370659950067.jpg","14370659950068.jpg","Yes","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,88.7317719840919,0.980998674326116,10.0309323906319,0.256296950950066,11.011931064958,2.14230454651196
"07-BLDY-0.1","3",7,2016-07-13,"09:52","Lope,heitz",0.35,3.5,5,100,3,30,0,10,0,30,10,50,10,NA,"Residential","Low gradient",NA,"Adequate",2,2,0,2,"Hard","Sand","Turbidity",NA,NA,2,4,1,4,6,1,1,8,8,1,1,0,0,"Stream near Onondaga lake. Middle of town park.",20.2,2592,7.1,79,7.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"14688517040003.jpg","14688517040004.jpg",NA,1,37,10.738720872583,87.4665344571145,1.79474467030243,0,89.2612791274169,-5.15764046033244
"07-BUTL-3.5","2",7,2015-07-07,"13:23","Duffy RSmith",0.8,8,0.2,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,"Ag","Site deep and soft bottomed like all sites for this Syracuse area trip. Evidence of r cent high flow",NA,NA,2,2,2,2,"Very soft","Silt","Turb",NA,NA,10,10,10,18,20,15,15,10,9,10,9,5,10,NA,22.1,610,7.2,82,7.8,NA,"14363970980035.jpg","14363970980036.jpg","No","No",3.1,"test","test",NA,NA,NA,NA,NA,NA,NA,42.6447909527073,3.19568197395476,54.0738519533927,0.0856751199451679,57.2695339273475,-0.473856626369526
"07-CANA-32.8","2",7,2016-07-12,"13:36","Chong, Duffy",1,7,30,10,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"Residential",NA,NA,NA,2,2,2,2,"Soft","Silt","Susp algae",NA,NA,16,14,15,NA,18,17,11,7,8,10,10,2,3,NA,24.07,536,9.08,108,8.14,0.26,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830005.jpg","14685037830006.jpg",NA,1,131,48.3109665427509,7.09925650557621,35.6228624535316,8.96691449814126,42.7221189591078,-0.339181878120544
"07-COWA_T10-0.9","2",7,2016-07-14,"08:55","LOPE, HEITZ",3,3,10,NA,NA,10,60,NA,NA,NA,NA,NA,NA,NA,"Residential","Heavy rains previous night. Oil sheen on water, could be from National Grid working on power lines that fell in storm. Small YOY smallmouth bass",NA,"Low flow",2,2,2,2,"Very soft","Silt","Turbidity",NA,NA,12,13,12,13,16,19,11,8,8,9,7,9,6,NA,22,551,4.8,57,7.69,0.27,NA,NA,NA,NA,NA,NA,NA,NA,1,"14688517040007.jpg","14688517040008.jpg",NA,1,143,37.2404554588078,37.3074346952445,25.4521098459478,0,62.7595445411923,-0.404393864777214
"07-GEDD-1.4","3",7,2016-07-13,"14:12","Chong, Duffy",0.3,3,25,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,"Commercial",NA,"Good",NA,2,2,1,2,"Hard","Gravel",NA,NA,NA,12,17,17,NA,20,18,3,9,9,10,10,4,2,NA,18.03,2267,8.18,87,7.67,1.17,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830017.jpg","14685037830018.jpg",NA,1,131,33.7187216120241,45.8832273515567,20.3650177553886,0.0330332810306384,66.2482451069453,-2.35570421867736
"07-HARB-0.5","3",7,2015-07-07,"10:39","Bduffy; Rsmith",0.8,3,10,NA,NA,40,30,NA,NA,NA,NA,NA,NA,NA,"Urban","High flood event caused trash to be present on stream bank plants. May have caused water to be very turbid as well.",NA,NA,2,2,NA,2,"Very soft","Silt","Turb",NA,NA,6,6,11,6,18,1,1,8,8,4,5,2,7,NA,14.49,2085,10.25,99.6,7.61,NA,"14363970980031.jpg","14363970980032.jpg","No","No",0.06,"test","test",NA,NA,NA,NA,NA,NA,NA,32.6882092045389,49.3692759633662,17.6401128967225,0.302401935372386,67.0093888600887,-3.26245252863032
"07-HENC_T4-1.2","3",7,2016-07-13,"08:35","Mosher smith",0.2,0.8,0,10,1,0,0,NA,0,25,35,20,10,10,"Agriculture","Low flow, low gradient, agriculture, large farm upstream, knotweed, bugs not bad.","Good","Low flow",2,0,0,2,"Hard","Gravel","Turbidity",NA,NA,7,18,6,13,17,11,8,8,8,5,7,1,1,"Ag field, knotweed surrounds",16.4,406,4.2,42,7.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685084240015.jpg","14685084240016.jpg",NA,1,110,31.1237373737374,2.02020202020202,66.8560606060606,0,68.8762626262626,-1.06717166766492
"07-JACB-1.9","3",7,2016-07-12,"14:28","Mosher smith",0.2,3,4,30,1,10,1,75,0,10,10,30,40,10,"Agriculture","Low gradient","Poor","Other",2,2,0,2,"Soft","Silt","Turbidity",NA,NA,13,14,14,9,18,16,16,8,7,4,4,4,4,"Narrow low gradient, farm and pasture",18,730,8.1,85,8.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,"14685084240017.jpg","14685084240018.jpg",NA,1,131,15.4255834220974,3.28265711242374,81.2917594654789,0,84.5744165779026,-1.82763728967282
"07-LITR-0.2","1",7,2016-07-12,"14:48","LOPE, HEITZ",0.6,8,20,90,1,30,36,30,NA,NA,NA,NA,NA,NA,"Forest","LGSS",NA,"Other",2,2,2,2,"Hard","Silt","Turbidity",NA,NA,17,17,15,14,16,16,15,8,8,7,8,7,8,NA,21.8,119,8.3,96,7.6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,1,"14688517040015.jpg","14688517040016.jpg",NA,1,156,89.2896079249498,0.537706771471257,7.87380378750151,2.29888151607737,8.41151055897277,1.72326159662455
"07-MUDE-4.4","2",7,2015-07-03,"09:24","RSmith; JLopsberger",0.24,1,0.4,NA,NA,10,33,NA,NA,NA,NA,NA,NA,NA,"Agricultural",NA,NA,NA,2,2,2,2,"Hard","Gravel",NA,NA,NA,14,18,15,17,19,14,15,9,9,6,9,2,8,NA,14.43,470,8.2,80.5,7.47,NA,"14359571840013.jpg","14359571840014.jpg","No","No",2.19,"test","test",NA,NA,NA,NA,NA,NA,NA,33.7402902166971,57.921549406645,8.26538341576438,0.0727769608935228,66.1869328224094,-0.0424841133749771
"07-MUSK-0.5","2",7,2015-07-07,"12:29","BDUFFY; RSMITH",0.8,8,40,NA,NA,40,5,NA,NA,NA,NA,NA,NA,NA,"Forest",NA,NA,NA,2,2,2,2,"Hard","Sand","DOC",NA,NA,14,12,13,8,14,18,13,9,9,8,8,8,7,NA,21.8,508,4.93,57.1,7.35,NA,"14363970980039.jpg","14363970980040.jpg","No","No",2.75,"test","test",NA,NA,NA,NA,NA,NA,NA,33.8832875038191,4.63601717400743,57.6696094038947,3.81108591827874,62.3056265779021,-0.667512129209805
"07-NINE-0.7","3",7,2016-07-13,"13:50","Dong",0.7,15,10,NA,NA,10,15,NA,NA,NA,NA,NA,NA,NA,"Commercial",NA,"Poor",NA,2,1,1,2,"Soft","Silt","Turbidity",NA,NA,8,13,13,NA,17,8,0,5,5,6,6,1,1,NA,22.2,2743,10.4,120,7.9,1.42,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830025.jpg","14685037830026.jpg",NA,1,83,42.3738836591842,14.0972725078446,40.1873642288197,3.34147960415158,54.2846367366643,-3.47969313832302
"07-NORB_T10-1.5","2",7,2016-07-13,"08:08","Chong, Duffy",0.1,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Scud dominated",NA,"Adequate",2,1,2,2,"Soft","Sand","Turbidity",NA,NA,17,17,7,18,15,15,14,9,9,10,10,10,10,NA,18.29,724,6.91,73.1,7.94,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,"14685037830039.jpg","14685037830040.jpg",NA,1,161,33.8912133891213,19.3305439330544,46.7782426778243,0,66.1087866108787,-0.677283964427238
"07-ONON_W_T7-1.5","3",7,2015-07-03,"14:54","RSmith; JLopsberger",0.15,0.5,NA,NA,NA,40,2,NA,NA,NA,NA,NA,NA,NA,"Wetlands; agriculture",NA,NA,NA,2,2,NA,2,"Soft","Silt","Turb",NA,NA,14,8,6,9,19,19,8,9,9,6,10,4,10,NA,19.47,817,8.04,87.4,7.79,NA,"14359571840011.jpg","14359571840012.jpg","No","No",1.02,"test","test",NA,NA,NA,NA,NA,NA,NA,6.40176600441501,4.74613686534216,88.8520971302428,0,93.598233995585,-2.26904584276461
"07-POBK_T4-1.5","3",7,2015-07-07,"14:25","Duffy RSmith",0.1,1,0.5,NA,NA,10,70,NA,NA,NA,NA,NA,NA,NA,"Ag","Very small site.probably different streams  type than what we think of as low grad",NA,NA,NA,NA,NA,NA,"Soft","Sand","Turb",NA,NA,10,6,10,10,15,13,12,7,7,8,8,9,2,NA,21.6,1478,6.8,77,7.5,NA,"14363970980037.jpg","14363970980038.jpg",NA,"Yes",0.8,"test","test",NA,NA,NA,NA,NA,NA,NA,5.74412532637076,12.3585726718886,81.4621409921671,0.435161009573542,93.8207136640557,-2.88545623237687
"07-SNDR-1.5","3",7,2016-07-13,"11:18","Lope,heitz",0.25,1.5,0.5,100,1,30,2,20,0,25,30,30,15,NA,"Commercial","Crawfish in large number. On a low gradient ditch stream low gradient protocol no wga   70 crawfish counted in sample. Removed some for effective. Preservation. Appeared to be all rusticus.",NA,"Adequate",2,2,0,2,"Soft","Silt","Turbidity",NA,NA,1,1,1,2,6,2,1,4,3,3,2,0,0,"City drainage ditch called a creek.  Did see a muskrat.  And huge number of crawfish in the low grad composite",23,2708,2.6,30,7.27,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0,"14688517040029.jpg","14688517040030.jpg",NA,0,26,12.5377643504532,77.7567975830816,9.70543806646526,0,87.4622356495469,-5.22359193841916
"07-WBOT-0.3","3",7,2015-07-07,"11:24","RSmith; BDuffy",0.6,4,30,NA,NA,40,5,NA,NA,NA,NA,NA,NA,NA,"Forest; wetland","Sank down extremely far in substrate.",NA,NA,1,2,2,2,"Very soft","Silt","Turb",NA,NA,15,9,14,10,14,15,10,7,8,8,6,9,4,"Right bank is adjacent to a home",19.9,1145,7.7,84.5,7.74,NA,"14363970980033.jpg","14363970980034.jpg","No","No",1.62,"test","test",NA,NA,NA,NA,NA,NA,NA,43.2365308481078,7.62534733321858,48.7963213416283,0.34180047704527,56.4216686748469,-1.40719564571
"08-BARE_T5-0.5","1",8,2015-06-19,"15:53","Rsmith; AJSmith; Emosher",0.5,8,60,NA,NA,25,17,NA,NA,NA,NA,NA,NA,NA,"Forest","Nice reference site. Small spill way at downstream end of reach probably makes water temp be a little high.",NA,NA,2,2,2,2,"Soft","Sand","DOC",NA,NA,16,17,17,18,18,18,17,10,10,10,10,10,10,NA,19,70,6.9,75,5.9,NA,"Yes",NA,"Yes","No",2,"ref","ref",NA,NA,NA,NA,NA,NA,NA,92.2036082474227,1.09536082474227,0,6.70103092783505,1.09536082474227,3.02327431349434
"08-BENE-0.2","1",8,2017-09-12,"12:54","Mosher onion",1,10,NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA,NA,"Wetland","May have once been riffle, now very much low gradient, hard bottomed",NA,"Adequate",2,2,2,2,"Hard","Sand","DOC",NA,NA,16,17,13,16,17,19,16,9,9,10,10,10,10,NA,11.8,17.6,9.99,98.1,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15057415140005.jpg","15057415140006.jpg",0,1,172,98.4514910046825,0.0903639201511542,0,1.45814507516635,0.0903639201511542,2.94605732840934
"08-BLAC-2.5","1",8,2015-07-16,"08:41","RSmith; Jlojpsberger; CLawrence",0.5,3,0,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA,"Soft","Sand","DOC",NA,NA,10,13,13,12,19,17,11,8,5,7,6,7,3,NA,15.34,59,9.39,93.9,6.97,NA,"14370659950017.jpg","14370659950018.jpg","No","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,88.9170647323622,0.377425252108274,10.3143244677714,0.391185547758055,10.6917497198797,1.72873263613493
"08-MURM-3.4","1",8,2017-09-13,"10:17","Smith, Duffy",0.3,5,34,50,1,20,13,25,NA,NA,NA,100,NA,NA,"Agriculture","Nice low gradient stream even though it is in the middle of dense agricultural land.",NA,NA,2,2,2,2,"Soft","Sand","DOC",NA,NA,17,18,17,17,18,13,18,8,8,8,8,5,5,NA,12,48,10.1,93,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15057436650021.jpg","15057436650022.jpg",0,1,160,90.3883640725746,0.152446643674714,9.00434847803269,0.454840805717999,9.1567951217074,2.34221829593143
"09-ALLE-1.9","1",9,2015-07-15,"10:58","RSmith; Jlojpsberger;CLawrence",0.1,1,0,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,"Forest","Heavily wooded. No detectable flow. Bridge construction going on downstream. Semi-aquatic plants and terrestrial plants in stream",NA,NA,2,0,2,2,"Hard","Clay","DOC",NA,NA,14,8,6,10,16,15,6,8,8,9,9,10,10,NA,18.67,290,2.6,28,6.87,NA,"14370659950033.jpg","14370659950034.jpg","No","No",NA,"test","ref","LU rounds up to 75. Add as ref site?",NA,NA,NA,NA,NA,NA,74.6505696310151,0.93861588165278,24.206767556538,0.204046930794083,25.1453834381908,1.02802170869009
"09-BIBK-5.4","1",9,2019-09-10,"13:10","Lemley,Vanvessum",1,10,10,50,3,30,0,10,NA,NA,NA,NA,NA,NA,"Forest","","Good","Adequate",2,2,0,2,"Hard","Sand","Turbidity","","Low",10,14,18,19,19,20,19,10,10,10,10,7,7,"",16,46,9.16,92.4,7.03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4789502460361,1.67987971569163,0,6.84117003827228,1.67987971569163,2.44245370946196
"09-BLCH-0.2","1",9,2015-07-15,"17:28","RSmith; Jlojpsberger; CLawrence",1.2,6,0,NA,NA,20,15,NA,NA,NA,NA,NA,NA,NA,"Forest; wetlands",NA,NA,NA,2,2,0,2,"Very soft","Silt","DOC",NA,NA,8,6,7,11,19,19,8,10,10,9,9,8,7,NA,22.83,164,6.02,69.6,7.26,NA,"14370659950061.jpg","14370659950062.jpg","No","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,97.5918740013695,0.55352659210226,0.336681123031271,1.51791828349692,0.890207715133531,1.69109474833691
"09-BRND-2.5","2",9,2015-09-22,"10:38","Duffy; Lope; Heitzman",0.5,12,0.1,NA,NA,10,35,NA,NA,NA,NA,NA,NA,NA,"Residential",NA,NA,NA,2,2,1,2,"Hard","Silt","Turb",NA,NA,11,13,13,12,13,16,12,6,4,8,5,8,6,NA,13.9,309,11,107,7.7,NA,"14431838420001.jpg","14431838420002.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,72.6028363790305,2.4725080888208,24.5164346695427,0.408220862605961,26.9889427583635,0.549923237413
"09-CEDL-0.1","1",9,2015-07-15,"15:03","RSmith; Jlojpsberger; CLawrence",1,2.5,0,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,"Forest; wetlands","Very rural area. Heavy deposits of sediment.",NA,NA,2,2,0,2,"Very soft","Silt","DOC",NA,NA,12,7,10,7,19,20,15,10,10,10,10,10,10,"This could be used as a reference site.",21.73,339,4.53,51.6,7,NA,"14370659950023.jpg","14370659950024.jpg","No","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,89.3393612366924,0.758349132273589,3.88653930290214,6.01575032813184,4.64488843517573,1.66793150894655
"09-CHPW-11.0","2",9,2019-09-17,"12:15","Lemley,Stoll",1,4,0.1,NA,-9999,70,30,NA,0,0,0,0,100,0,"Agriculture","","Poor","Low_flow",2,2,2,2,"Very_soft","Silt","Susp_algae","No visible flow. Active flow from small trib on n bank.","Low",20,18,14,16,17,17,18,10,10,3,3,7,7,"",13,604,2.5,24,7.36,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1224579936323,4.23836428216501,37.250860371386,0.388317352816681,41.489224653551,0.117059470262435
"09-ENGL-17.6","1",9,2015-07-15,"08:35","RSmith; Jlojpsberger; CLawrence",1,2.5,10,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,"Meadow","Water extremely dark from DOC staining.",NA,NA,2,2,0,2,"Hard","Gravel","DOC",NA,NA,12,16,11,16,19,20,6,10,10,7,7,4,9,NA,20.05,111,4.2,47.2,6.54,NA,"14370659950037.jpg","14370659950038.jpg","Yes","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,93.775287892935,2.39651416122004,0.560224089635854,3.26797385620915,2.95673825085589,2.25774099096179
"09-FARR-3.1","2",9,2015-07-15,"10:22","RSmith; Jlojpsberger; CLawrence",1.5,5,10,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,"Forest; meadow",NA,NA,NA,2,2,2,2,"Very soft","Silt","DOC",NA,NA,7,7,11,8,6,19,19,7,7,8,8,10,10,NA,20.12,213,7.31,80.9,7.52,NA,"14370659950065.jpg","14370659950066.jpg","Yes","No",NA,"test","test","Possible ref site, 74% LU. Noted as possible in field sheet.",NA,NA,NA,NA,NA,NA,74.0171000070082,2.7542224402551,22.8747634732637,0.353914079472983,25.6289859135188,0.642880388437816
"09-FSCR-9.2","2",9,2019-09-11,"09:32","Duffy,Smith_Z",2,15,1,50,3,60,0,NA,NA,NA,100,NA,NA,NA,"Agriculture","","Poor","Other",2,2,0,2,"Hard","Gravel","DOC","Low gradient site that was deep and hard to access. No snags present and definitely a wetland associated lg stream. Bottom was gravely in area sampled.","Low",9,8,6,18,20,17,12,10,10,10,10,10,9,"",16,250,3.1,33,6.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4071942446043,2.41438848920863,37.5942446043165,7.5841726618705,40.0086330935251,0.539247619213947
"09-JEWT-3.1","2",9,2015-09-23,"10:15","Lope; Duffy; Heitzman; Kate Smith",1,20,0,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,"Agricultural","No sediment sample; hard bottom No tissue",NA,NA,2,2,NA,2,"Hard","Gravel","Turb",NA,NA,12,13,12,14,14,15,16,7,8,3,4,3,1,NA,13.4,350,3.4,34,7,NA,"14431838420013.jpg","14431838420014.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,60.4533794915643,4.43160726575045,33.8053429542658,1.30967028841943,38.2369502200162,0.307497552548849
"09-LSAL_T1-1.0","3",9,2015-09-21,"14:05","Duffy; Lope; Heitzman",0.1,0.5,0,NA,NA,50,0,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Very little water in channel Collected diatom sample with pipettes only; no rocks",NA,NA,2,1,NA,1,"Soft","Silt","Turb",NA,NA,11,7,5,15,7,17,11,8,8,5,5,9,9,NA,17,573,8,82,7.4,NA,"14431838420017.jpg","14431838420018.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,39.3175074183976,2.34421364985163,58.3382789317507,0,60.6824925816023,-1.11391209129478
"09-LSUK-11.3","3",9,2015-07-15,"12:57","RSmith",0.5,2.5,0,NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Engine block; carpets and other trash in stream. Lots of woody debris",NA,NA,2,0,2,2,"Soft","Silt","Turb",NA,NA,13,11,11,7,20,18,16,7,8,5,7,8,8,"Stream is surrounded on all sides by agricultural fields.",21.54,345,6.21,70.9,7.18,NA,"14370659950031.jpg","14370659950032.jpg","No","No",NA,"ref","test","Non-ref site? Habitat scores are low, notes \Stream is surrounded on all sides by agricultural fields\. Much of basin is high natural LU, but site is very ag heavy. Note says lots of dumping at site.",NA,NA,NA,NA,NA,NA,83.4649122807018,3.02631578947368,12.7631578947368,0.745614035087719,15.7894736842105,-5
"09-LTTL-13.2","2",9,2019-09-10,"14:08","Conine,Stoll",1.75,4,20,0,0,50,40,70,0,10,5,5,40,40,"Forest","","Very_poor","Adequate",2,0,2,2,"Very_soft","Silt","Turbidity","Low gradient with deep channel. Lots of leaf litter. No observable bugs in net. Very turbid and tannic.","Low",10,7,12,4,10,6,5,6,5,6,3,7,2,"",18,390,6.63,74,6.14,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7858052143436,3.07834741349381,0.352141782531784,8.78370558963083,3.43048919602559,0.657504707259614
"09-MARA-4.5","1",9,2019-09-10,"11:11","Vanvessum,Lemley",1,15,5,NA,-9999,NA,0,NA,0,0,0,0,70,30,"Forest","","Poor","Low_flow",2,2,0,2,"Soft","Silt","DOC","","Low",6,12,11,17,18,19,19,10,10,10,10,10,10,"",15,81,7.19,72,6.72,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.334427442097,2.34848134621608,0,11.3170912116869,2.34848134621608,2.23539877813726
"09-OTTS-0.2","2",9,2019-09-17,"15:52","Lemley,Stoll",0.2,3,5,NA,-9999,10,20,NA,0,0,10,0,90,0,"Wetland","","Good","Adequate",2,2,0,2,"Very_soft",NA,"Turbidity","","Low",13,12,11,16,17,20,18,10,10,10,10,10,10,"",18,334,6,63,7.28,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5862915407855,6.12726586102719,47.4603474320242,0.826095166163142,53.5876132930514,0.514301343085874
"09-PIKC-8.7","2",9,2015-09-21,"16:30","Duffy; Lope; Heitzman",0.5,5,10,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural",NA,NA,NA,1,2,2,2,"Soft","Silt","Turb",NA,NA,13,11,12,12,13,16,15,4,3,1,2,5,7,NA,19.1,211,8.2,87,7.7,NA,"14431838420021.jpg","14431838420022.jpg","No","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,90.6359028372062,0.128365479560266,6.01342900401554,3.22230267921796,6.14179448357581,0.98095953526866
"09-PLMB-12.4","1",9,2015-09-22,"15:25","Duffy; Lope; Heitzman",0.4,6,20,NA,NA,20,53,NA,NA,NA,NA,NA,NA,NA,"Forest",NA,NA,NA,2,2,2,2,"Hard","Sand","DOC",NA,NA,17,17,13,8,9,20,16,7,5,8,5,6,10,NA,15.9,65,8.9,90,7,NA,"14431838420023.jpg","14431838420024.jpg","No","No",NA,"ref","test","Possibly not ref site! Does not cluster well. Dominance of Maccaffertium modestum tells non-low gradient…",NA,NA,NA,NA,NA,NA,96.8220867239386,0.389872384794977,0.145068794342317,2.64297209692409,0.534941179137294,2.0520334437543
"09-SCKE-16.4","2",9,2015-07-15,"13:38","RSmith; Jlojpsberger; CLawrence",0.5,2,0,NA,NA,100,0,NA,NA,NA,NA,NA,NA,NA,"Agricultural","100% of stream is algae and macrophyte choked. Very likely agricultural runoff affecting stream.",NA,NA,2,2,NA,2,"Very soft","Silt","Susp Algae",NA,NA,4,6,11,10,20,20,14,10,10,8,8,9,9,NA,14.2,564,14.19,137.2,7.11,NA,"14370659950029.jpg","14370659950030.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,49.3309172010036,3.86116531920825,44.8146083077781,1.99330917201004,48.6757736269863,-0.556802106435023
"09-SOAP-0.8","2",9,2019-09-18,"08:44","Lemley,Stoll",0.5,3,5,NA,-9999,50,30,NA,0,0,0,0,100,0,"Agriculture","","Poor","Adequate",2,2,0,2,"Very_soft","Silt",NA,"","Low",12,16,10,16,14,18,13,10,10,7,7,6,5,"",13,516,6,57,7.59,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5325232308792,5.62306409340005,48.8444126757208,0,54.4674767691209,-0.441181437559748
"09-TRAY-2.9","2",9,2015-07-15,"11:57","RSmith;Jlojpsberger; CLawrence",0.5,3,0,NA,NA,80,0,NA,NA,NA,NA,NA,NA,NA,"Residential; business","Bank has been cleared of woody vegetation.",NA,NA,2,2,2,2,"Soft","Clay","DOC",NA,NA,12,14,15,11,19,18,19,5,8,4,8,0,9,"Looks to have been past beaver activity. Short cut grass along most of left side of stream (facing downstream).",22.38,284,5.87,67.7,7.36,NA,"14370659950027.jpg","14370659950028.jpg","No","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,78.5259793990926,2.45384769024453,18.164179530345,0.855993380317859,20.6180272205895,0.739655021204551
"09-WHIK-0.8","2",9,2019-09-11,"10:42","Duffy,Smith_Z",0.3,4,30,100,3,20,10,NA,NA,NA,100,NA,NA,NA,"Agriculture","","Good","Other",2,2,1,2,"Hard","Gravel","Turbidity","Low gradient stream with a riffle present. Textbook example of both habitats present but we sampled low gradient because it was dominantp","Low",12,14,13,13,16,13,11,3,7,3,5,0,0,"",17,531,7.54,78.3,7.82,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0760552363188,4.2510304160775,47.2396883179398,0.433226029663949,51.4907187340173,-0.866584106325682
"09-WSCK-3.4","3",9,2015-09-23,"12:00","Lope; Duffy; Heitzman; Kate Smith(Utica office)",0.5,10,0,NA,NA,50,10,NA,NA,NA,NA,NA,NA,NA,"Marsh; residential","Diatom pipetted off vegetation; no rocks",NA,NA,2,2,NA,2,"Hard","Gravel","Turb",NA,NA,14,13,15,12,15,16,13,5,4,5,4,7,9,NA,14.6,2003,6,59,7.4,NA,"14431838420033.jpg","14431838420034.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,36.9349782586713,45.3331985033876,17.4233997370816,0.308423500859541,62.7565982404692,-2.1963751011912
